mserp_addressbooknames,mserp_dataarea,mserp_dirpartytablebientityid,mserp_instancerelationtype,mserp_instancerelationtype_bigint,mserp_knownas,mserp_languageid,mserp_name,mserp_namealias,mserp_partynumber,mserp_primaryaddresslocation,mserp_primaryaddresslocation_bigint,mserp_primarycontactemail,mserp_primarycontactemail_bigint,mserp_primarycontactfacebook,mserp_primarycontactfacebook_bigint,mserp_primarycontactfax,mserp_primarycontactfax_bigint,mserp_primarycontactlinkedin,mserp_primarycontactlinkedin_bigint,mserp_primarycontactphone,mserp_primarycontactphone_bigint,mserp_primarycontacttelex,mserp_primarycontacttelex_bigint,mserp_primarycontacttwitter,mserp_primarycontacttwitter_bigint,mserp_primarycontacturl,mserp_primarycontacturl_bigint,mserp_sourcekey,mserp_sourcekey_bigint,versionnumber
,,00006cdf-0000-0000-48b1-010010000000,2077,2077,,en-us,대영산전㈜창원공장,대영산전㈜창원공장,000016569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587656,68719587656,NULL
,,00006cdf-0000-0000-49b1-010010000000,2077,2077,,en-us,EASTEL USA,EASTEL USA,000016570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587657,68719587657,NULL
,,00006cdf-0000-0000-4ab1-010010000000,2077,2077,,en-us,동부화재,동부화재,000016571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587658,68719587658,NULL
,,00006cdf-0000-0000-4bb1-010010000000,2077,2077,,en-us,㈜오토닉스양산공장,㈜오토닉스양산공장,000016572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587659,68719587659,NULL
,,00006cdf-0000-0000-4cb1-010010000000,2077,2077,,en-us,(주)엔티렉스(구로지점),(주)엔티렉스(구로지점),000016573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587660,68719587660,NULL
,,00006cdf-0000-0000-4db1-010010000000,2077,2077,,en-us,(주)팩트로닉스_KRW,(주)팩트로닉스_KRW,000016574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587661,68719587661,NULL
,,00006cdf-0000-0000-4eb1-010010000000,2077,2077,,en-us,해피리무진,해피리무진,000016575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587662,68719587662,NULL
,,00006cdf-0000-0000-4fb1-010010000000,2077,2077,,en-us,금호셔터,금호셔터,000016576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587663,68719587663,NULL
,,00006cdf-0000-0000-50b1-010010000000,2077,2077,,en-us,"Taiwan Oasis Technology Co., Ltd.",Taiwan Oasis Technol,000016577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587664,68719587664,NULL
,,00006cdf-0000-0000-51b1-010010000000,2077,2077,,en-us,예스포장,예스포장,000016578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587665,68719587665,NULL
,,00006cdf-0000-0000-52b1-010010000000,2077,2077,,en-us,(주)케이알에스전자,(주)케이알에스전자,000016579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587666,68719587666,NULL
,,00006cdf-0000-0000-53b1-010010000000,2077,2077,,en-us,파나소닉디바이스세일즈코리아(주) 강남지점,파나소닉디바이스세일즈코리아(주) 강남,000016580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587667,68719587667,NULL
,,00006cdf-0000-0000-54b1-010010000000,2077,2077,,en-us,(주)제주다,(주)제주다,000016581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587668,68719587668,NULL
,,00006cdf-0000-0000-55b1-010010000000,2077,2077,,en-us,동신정비공업(주),동신정비공업(주),000016582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587669,68719587669,NULL
,,00006cdf-0000-0000-56b1-010010000000,2077,2077,,en-us,케리항운(주),케리항운(주),000016583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587670,68719587670,NULL
,,00006cdf-0000-0000-57b1-010010000000,2077,2077,,en-us,(주)충무로LGC,(주)충무로LGC,000016584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587671,68719587671,NULL
,,00006cdf-0000-0000-58b1-010010000000,2077,2077,,en-us,SHINYEI KAISHA (USD),SHINYEI KAISHA (USD),000016585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587672,68719587672,NULL
,,00006cdf-0000-0000-59b1-010010000000,2077,2077,,en-us,"SHEL-NIBE MANUFACTURING CO.,LTD.",SHEL-NIBE MANUFACTUR,000016586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587673,68719587673,NULL
,,00006cdf-0000-0000-5ab1-010010000000,2077,2077,,en-us,갤러리 산사원,갤러리 산사원,000016587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587674,68719587674,NULL
,,00006cdf-0000-0000-5bb1-010010000000,2077,2077,,en-us,세리시이오,세리시이오,000016588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587675,68719587675,NULL
,,00006cdf-0000-0000-5cb1-010010000000,2077,2077,,en-us,Atmel Asia Limites,Atmel Asia Limites,000016589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587676,68719587676,NULL
,,00006cdf-0000-0000-5db1-010010000000,2077,2077,,en-us,나노종합기술원,나노종합기술원,000016590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587677,68719587677,NULL
,,00006cdf-0000-0000-5eb1-010010000000,2077,2077,,en-us,대림아이앤에스(주)교육연구원,대림아이앤에스(주)교육연구원,000016591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587678,68719587678,NULL
,,00006cdf-0000-0000-5fb1-010010000000,2077,2077,,en-us,플러그하우스 주식회사,플러그하우스 주식회사,000016592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587679,68719587679,NULL
,,00006cdf-0000-0000-60b1-010010000000,2077,2077,,en-us,해영글로벌로지스틱스(주),해영글로벌로지스틱스(주),000016593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587680,68719587680,NULL
,,00006cdf-0000-0000-61b1-010010000000,2077,2077,,en-us,흥일비니루,흥일비니루,000016594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587681,68719587681,NULL
,,00006cdf-0000-0000-62b1-010010000000,2077,2077,,en-us,파인컴퍼넌트,파인컴퍼넌트,000016595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587682,68719587682,NULL
,,00006cdf-0000-0000-63b1-010010000000,2077,2077,,en-us,(주)카고파트너코리아,(주)카고파트너코리아,000016596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587683,68719587683,NULL
,,00006cdf-0000-0000-64b1-010010000000,2077,2077,,en-us,조양전자(주),조양전자(주),000016597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587684,68719587684,NULL
,,00006cdf-0000-0000-65b1-010010000000,2077,2077,,en-us,(주)비콘아이앤씨,(주)비콘아이앤씨,000016598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587685,68719587685,NULL
,,00006cdf-0000-0000-66b1-010010000000,2077,2077,,en-us,아비코전자 주식회사,아비코전자 주식회사,000016599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587686,68719587686,NULL
,,00006cdf-0000-0000-67b1-010010000000,2077,2077,,en-us,(주)서림원예종묘,(주)서림원예종묘,000016600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587687,68719587687,NULL
,,00006cdf-0000-0000-68b1-010010000000,2077,2077,,en-us,에스엠코리아,에스엠코리아,000016601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587688,68719587688,NULL
,,00006cdf-0000-0000-69b1-010010000000,2077,2077,,en-us,세븐센스,세븐센스,000016602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587689,68719587689,NULL
,,00006cdf-0000-0000-6ab1-010010000000,2077,2077,,en-us,법무사 민강욱사무소,법무사 민강욱사무소,000016603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587690,68719587690,NULL
,,00006cdf-0000-0000-6bb1-010010000000,2077,2077,,en-us,(주)해피머니아이엔씨,(주)해피머니아이엔씨,000016604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587691,68719587691,NULL
,,00006cdf-0000-0000-6cb1-010010000000,2077,2077,,en-us,넥스트,넥스트,000016605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587692,68719587692,NULL
,,00006cdf-0000-0000-6db1-010010000000,2077,2077,,en-us,프라임방재(주),프라임방재(주),000016606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587693,68719587693,NULL
,,00006cdf-0000-0000-6eb1-010010000000,2077,2077,,en-us,위너스관세법인,위너스관세법인,000016607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587694,68719587694,NULL
,,00006cdf-0000-0000-6fb1-010010000000,2077,2077,,en-us,(주)피플앤인사이트,(주)피플앤인사이트,000016608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587695,68719587695,NULL
,,00006cdf-0000-0000-70b1-010010000000,2077,2077,,en-us,Grobal HR 전략연구소,Grobal HR 전략연구소,000016609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587696,68719587696,NULL
,,00006cdf-0000-0000-71b1-010010000000,2077,2077,,en-us,MAXJADE INDUSTRIAL LIMITED,MAXJADE INDUSTRIAL L,000016610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587697,68719587697,NULL
,,00006cdf-0000-0000-72b1-010010000000,2077,2077,,en-us,유엘(UL),유엘(UL),000016611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587698,68719587698,NULL
,,00006cdf-0000-0000-73b1-010010000000,2077,2077,,en-us,"HANGZHOU TIANMA TIME-CONTROL SI-TECH CO.,LTD",HANGZHOU TIANMA TIME,000016612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587699,68719587699,NULL
,,00006cdf-0000-0000-74b1-010010000000,2077,2077,,en-us,Yangzhou Baoamac Electronic Co.Ltd,Yangzhou Baoamac Ele,000016613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587700,68719587700,NULL
,,00006cdf-0000-0000-75b1-010010000000,2077,2077,,en-us,에스엘세미컴(주),에스엘세미컴(주),000016614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587701,68719587701,NULL
,,00006cdf-0000-0000-76b1-010010000000,2077,2077,,en-us,Vossloh-Schwabe Italia SpA,Vossloh-Schwabe Ital,000016615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587702,68719587702,NULL
,,00006cdf-0000-0000-77b1-010010000000,2077,2077,,en-us,Everel Group Spa,Everel Group Spa,000016616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587703,68719587703,NULL
,,00006cdf-0000-0000-78b1-010010000000,2077,2077,,en-us,대신트로피,대신트로피,000016617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587704,68719587704,NULL
,,00006cdf-0000-0000-79b1-010010000000,2077,2077,,en-us,(사)한국무역협회,(사)한국무역협회,000016618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587705,68719587705,NULL
,,00006cdf-0000-0000-7ab1-010010000000,2077,2077,,en-us,"Tianjin Business Electronics co., Ltd.",Tianjin Business Ele,000016619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587706,68719587706,NULL
,,00006cdf-0000-0000-7bb1-010010000000,2077,2077,,en-us,"SHIZUKI ELECTRIC CO., INC.",SHIZUKI ELECTRIC CO.,000016620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587707,68719587707,NULL
,,00006cdf-0000-0000-7cb1-010010000000,2077,2077,,en-us,(주)하이텔레서비스,(주)하이텔레서비스,000016621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587708,68719587708,NULL
,,00006cdf-0000-0000-7db1-010010000000,2077,2077,,en-us,(주)렉스필드컨트리클럽,(주)렉스필드컨트리클럽,000016622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587709,68719587709,NULL
,,00006cdf-0000-0000-7eb1-010010000000,2077,2077,,en-us,대영자동차공업사,대영자동차공업사,000016623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587710,68719587710,NULL
,,00006cdf-0000-0000-7fb1-010010000000,2077,2077,,en-us,핫라인 퀵(사용중지),핫라인 퀵(사용중지),000016624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587711,68719587711,NULL
,,00006cdf-0000-0000-80b1-010010000000,2077,2077,,en-us,한국기계전기전자시험연구,한국기계전기전자시험연구,000016625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587712,68719587712,NULL
,,00006cdf-0000-0000-81b1-010010000000,2077,2077,,en-us,스마트전자(주),스마트전자(주),000016626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587713,68719587713,NULL
,,00006cdf-0000-0000-82b1-010010000000,2077,2077,,en-us,토토서비스센타,토토서비스센타,000016627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587714,68719587714,NULL
,,00006cdf-0000-0000-83b1-010010000000,2077,2077,,en-us,한국에스지에스(주),한국에스지에스(주),000016628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587715,68719587715,NULL
,,00006cdf-0000-0000-84b1-010010000000,2077,2077,,en-us,(주)전자신문인터넷,(주)전자신문인터넷,000016629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587716,68719587716,NULL
,,00006cdf-0000-0000-85b1-010010000000,2077,2077,,en-us,(주)에스디전자,(주)에스디전자,000016630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587717,68719587717,NULL
,,00006cdf-0000-0000-86b1-010010000000,2077,2077,,en-us,CS METAL INTERNATIONAL LTD,CS METAL INTERNATION,000016631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587718,68719587718,NULL
,,00006cdf-0000-0000-87b1-010010000000,2077,2077,,en-us,TIANJIN MAN GONGMAO CO LTD,TIANJIN MAN GONGMAO,000016632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587719,68719587719,NULL
,,00006cdf-0000-0000-88b1-010010000000,2077,2077,,en-us,KAWASAKI ELECTRIC WIRE CO LTD,KAWASAKI ELECTRIC WI,000016633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587720,68719587720,NULL
,,00006cdf-0000-0000-89b1-010010000000,2077,2077,,en-us,(주)오리엔트전자,(주)오리엔트전자,000016634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587721,68719587721,NULL
,,00006cdf-0000-0000-8ab1-010010000000,2077,2077,,en-us,Solteam Incorporation,Solteam Incorporatio,000016635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587722,68719587722,NULL
,,00006cdf-0000-0000-8bb1-010010000000,2077,2077,,en-us,글로벌유통,글로벌유통,000016636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587723,68719587723,NULL
,,00006cdf-0000-0000-8cb1-010010000000,2077,2077,,en-us,에스앤제이(S&J),에스앤제이(S&J),000016637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587724,68719587724,NULL
,,00006cdf-0000-0000-8db1-010010000000,2077,2077,,en-us,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,INFINEON TECHNOLOGIE,000016638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587725,68719587725,NULL
,,00006cdf-0000-0000-8eb1-010010000000,2077,2077,,en-us,SANSHA Shanghai,SANSHA Shanghai,000016639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587726,68719587726,NULL
,,00006cdf-0000-0000-8fb1-010010000000,2077,2077,,en-us,관세법인에이원,관세법인에이원,000016640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587727,68719587727,NULL
,,00006cdf-0000-0000-90b1-010010000000,2077,2077,,en-us,RUNNER (XIAMEN) Corp.,RUNNER (XIAMEN) Corp,000016641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587728,68719587728,NULL
,,00006cdf-0000-0000-91b1-010010000000,2077,2077,,en-us,"Yuhuan Great Wall Import&Export Co., Ltd.",Yuhuan Great Wall Im,000016642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587729,68719587729,NULL
,,00006cdf-0000-0000-92b1-010010000000,2077,2077,,en-us,HANGZHOU OUGE ELECTRICAL APPLIANCE CO LTD,HANGZHOU OUGE ELECTR,000016643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587730,68719587730,NULL
,,00006cdf-0000-0000-93b1-010010000000,2077,2077,,en-us,"ZHEJIANG YINGJIA ELECTRICAL APPLIANCE CO., LTD",ZHEJIANG YINGJIA ELE,000016644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587731,68719587731,NULL
,,00006cdf-0000-0000-94b1-010010000000,2077,2077,,en-us,"Jih Shin Enamel Co., Ltd","Jih Shin Enamel Co.,",000016645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587732,68719587732,NULL
,,00006cdf-0000-0000-95b1-010010000000,2077,2077,,en-us,동우반도체,동우반도체,000016646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587733,68719587733,NULL
,,00006cdf-0000-0000-96b1-010010000000,2077,2077,,en-us,용마로지스주식회사,용마로지스주식회사,000016647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587734,68719587734,NULL
,,00006cdf-0000-0000-97b1-010010000000,2077,2077,,en-us,"Baili lmp.&Exp.co.,Ltd","Baili lmp.&Exp.co.,L",000016648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587735,68719587735,NULL
,,00006cdf-0000-0000-98b1-010010000000,2077,2077,,en-us,정현서비스,정현서비스,000016649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587736,68719587736,NULL
,,00006cdf-0000-0000-99b1-010010000000,2077,2077,,en-us,단하유통 (주)신세계백화점 스타슈퍼점,단하유통 (주)신세계백화점 스타슈퍼점,000016650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587737,68719587737,NULL
,,00006cdf-0000-0000-9ab1-010010000000,2077,2077,,en-us,진도예향영농조합법인,진도예향영농조합법인,000016651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587738,68719587738,NULL
,,00006cdf-0000-0000-9bb1-010010000000,2077,2077,,en-us,(주)소닉슨,(주)소닉슨,000016652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587739,68719587739,NULL
,,00006cdf-0000-0000-9cb1-010010000000,2077,2077,,en-us,한국에프씨아이커넥터즈 주식회사,한국에프씨아이커넥터즈 주식회사,000016653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587740,68719587740,NULL
,,00006cdf-0000-0000-9db1-010010000000,2077,2077,,en-us,바롬코리아,바롬코리아,000016654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587741,68719587741,NULL
,,00006cdf-0000-0000-9eb1-010010000000,2077,2077,,en-us,호연전자,호연전자,000016655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587742,68719587742,NULL
,,00006cdf-0000-0000-9fb1-010010000000,2077,2077,,en-us,(주)사이링스코리아,(주)사이링스코리아,000016656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587743,68719587743,NULL
,,00006cdf-0000-0000-a0b1-010010000000,2077,2077,,en-us,우리종합환경,우리종합환경,000016657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587744,68719587744,NULL
,,00006cdf-0000-0000-a1b1-010010000000,2077,2077,,en-us,(주)이베이코리아,(주)이베이코리아,000016658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587745,68719587745,NULL
,,00006cdf-0000-0000-a2b1-010010000000,2077,2077,,en-us,(주)그린칩스,(주)그린칩스,000016659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587746,68719587746,NULL
,,00006cdf-0000-0000-a3b1-010010000000,2077,2077,,en-us,"FOSHAN NANHAI XINYU Metal Products Co., LTD",FOSHAN NANHAI XINYU,000016660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587747,68719587747,NULL
,,00006cdf-0000-0000-a4b1-010010000000,2077,2077,,en-us,한국경영연구소,한국경영연구소,000016661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587748,68719587748,NULL
,,00006cdf-0000-0000-a5b1-010010000000,2077,2077,,en-us,다솜애드,다솜애드,000016662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587749,68719587749,NULL
,,00006cdf-0000-0000-a6b1-010010000000,2077,2077,,en-us,(주)발렉스코리아,(주)발렉스코리아,000016663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587750,68719587750,NULL
,,00006cdf-0000-0000-a7b1-010010000000,2077,2077,,en-us,동해전기,동해전기,000016664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587751,68719587751,NULL
,,00006cdf-0000-0000-a8b1-010010000000,2077,2077,,en-us,LG유통의환전자,LG유통의환전자,000016665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587752,68719587752,NULL
,,00006cdf-0000-0000-a9b1-010010000000,2077,2077,,en-us,디앤이(주),디앤이(주),000016666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587753,68719587753,NULL
,,00006cdf-0000-0000-aab1-010010000000,2077,2077,,en-us,한국화학융합시험연구원,한국화학융합시험연구원,000016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587754,68719587754,NULL
,,00006cdf-0000-0000-abb1-010010000000,2077,2077,,en-us,애로우일렉트로닉스 유한회사,애로우일렉트로닉스 유한회사,000016668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587755,68719587755,NULL
,,00006cdf-0000-0000-acb1-010010000000,2077,2077,,en-us,(주) 고어코리아,(주) 고어코리아,000016669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587756,68719587756,NULL
,,00006cdf-0000-0000-adb1-010010000000,2077,2077,,en-us,W L GORE   ASSOCIATES HONGKONG LTD,W L GORE   ASSOCIATE,000016670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587757,68719587757,NULL
,,00006cdf-0000-0000-aeb1-010010000000,2077,2077,,en-us,비앤에이치코리아 주식회사,비앤에이치코리아 주식회사,000016671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587758,68719587758,NULL
,,00006cdf-0000-0000-afb1-010010000000,2077,2077,,en-us,유니엘,유니엘,000016672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587759,68719587759,NULL
,,00006cdf-0000-0000-b0b1-010010000000,2077,2077,,en-us,(주)명원테크놀러지,(주)명원테크놀러지,000016673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587760,68719587760,NULL
,,00006cdf-0000-0000-b1b1-010010000000,2077,2077,,en-us,Murata,Murata,000016674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587761,68719587761,NULL
,,00006cdf-0000-0000-b2b1-010010000000,2077,2077,,en-us,Murata - $,Murata - $,000016675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587762,68719587762,NULL
,,00006cdf-0000-0000-b3b1-010010000000,2077,2077,,en-us,(주)경북건철,(주)경북건철,000016676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587763,68719587763,NULL
,,00006cdf-0000-0000-b4b1-010010000000,2077,2077,,en-us,(주) 한미프렉시블,(주) 한미프렉시블,000016677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587764,68719587764,NULL
,,00006cdf-0000-0000-b5b1-010010000000,2077,2077,,en-us,현빈반도체,현빈반도체,000016678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587765,68719587765,NULL
,,00006cdf-0000-0000-b6b1-010010000000,2077,2077,,en-us,삼원승강기,삼원승강기,000016679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587766,68719587766,NULL
,,00006cdf-0000-0000-b7b1-010010000000,2077,2077,,en-us,(주)바롬코리아,(주)바롬코리아,000016680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587767,68719587767,NULL
,,00006cdf-0000-0000-b8b1-010010000000,2077,2077,,en-us,"NINGBO BATTERY & ELECTRICAL APPLIANCE I/E CO.,LTD.",NINGBO BATTERY & ELE,000016681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587768,68719587768,NULL
,,00006cdf-0000-0000-b9b1-010010000000,2077,2077,,en-us,Ingram Micro Mobility NA,Ingram Micro Mobilit,000016682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587769,68719587769,NULL
,,00006cdf-0000-0000-bab1-010010000000,2077,2077,,en-us,리드파츠,리드파츠,000016683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587770,68719587770,NULL
,,00006cdf-0000-0000-bbb1-010010000000,2077,2077,,en-us,김인호,김인호,000016684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587771,68719587771,NULL
,,00006cdf-0000-0000-bcb1-010010000000,2077,2077,,en-us,현대자동차(주) 울산공장,현대자동차(주) 울산공장,000016685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587772,68719587772,NULL
,,00006cdf-0000-0000-bdb1-010010000000,2077,2077,,en-us,TIANJIN DIABELL TELECOM CO LTD,TIANJIN DIABELL TELE,000016686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587773,68719587773,NULL
,,00006cdf-0000-0000-beb1-010010000000,2077,2077,,en-us,법무사 조현성 사무소,법무사 조현성 사무소,000016687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587774,68719587774,NULL
,,00006cdf-0000-0000-bfb1-010010000000,2077,2077,,en-us,㈜더블유피지코리아,㈜더블유피지코리아,000016688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587775,68719587775,NULL
,,00006cdf-0000-0000-c0b1-010010000000,2077,2077,,en-us,화인공인중개사사무소,화인공인중개사사무소,000016689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719587776,68719587776,NULL
